-12.56601,3.277055,31.75443,-2.331437,-8.853381,-27.12726,0.9663405,0.134349,0.2193999,-0.1411899,0.9898576,0.01572993,-0.2150614,-0.04617753,0.9755082
-11.78138,3.399514,30.70533,-1.128645,-3.756191,-29.51433,0.9896265,0.1394355,0.03460024,-0.1395969,0.9902058,0.002282142,-0.03394315,-0.007088555,0.9993986
-11.11365,3.504783,29.72433,-2.764856,-6.495915,-29.79225,0.9830763,0.1415404,0.1163065,-0.1466842,0.9884955,0.03688274,-0.1097481,-0.05331887,0.9925283
-10.40557,3.636417,28.69427,-0.7152835,-2.869396,-23.55014,0.9808911,0.1828823,0.06638254,-0.1835911,0.9829915,0.004686123,-0.06439647,-0.01678382,0.9977832
-9.654345,3.773023,27.69431,-0.5689186,-1.89239,-27.99586,0.9792889,0.200542,0.02785837,-0.2006595,0.97966,0.001460054,-0.02699893,-0.007019863,0.9996108
-9.02037,3.891855,26.84558,1.016444,1.152609,-28.29803,0.9847237,0.1629702,-0.06131861,-0.1644335,0.9861936,-0.01959208,0.0572791,0.02937562,0.9979259
-8.563364,3.978384,26.10316,0.9930112,1.404389,-26.417,0.9930339,0.09738346,-0.0663341,-0.0992773,0.9947234,-0.02587058,0.06346472,0.03227584,0.997462
-8.23797,4.044542,25.40605,1.495681,1.959637,-26.55744,0.9960342,0.05509024,-0.06986327,-0.05757811,0.9977582,-0.03410998,0.06782752,0.03799731,0.9969732
-8.017261,4.095038,24.74635,2.033327,2.112056,-24.54316,0.996534,0.0389052,-0.07352857,-0.04338697,0.9972326,-0.06037194,0.0709763,0.06335287,0.9954641
-7.910584,4.090229,24.13443,1.978055,1.502231,-24.74151,0.9981538,0.04003584,-0.04567434,-0.04266994,0.9973906,-0.05823379,0.04322372,0.0600752,0.9972576
-7.911307,4.029857,23.56974,1.004046,0.4404285,-24.53959,0.9993305,0.03658511,-0.0002446966,-0.03657933,0.9990011,-0.02566566,-0.0006945289,0.02565743,0.9996706
-7.961241,3.950151,22.99259,0.766341,-0.06373157,-24.21596,0.9987025,0.04724449,0.01900632,-0.04677603,0.9986078,-0.02438059,-0.02013171,0.02345992,0.999522
-8.041247,3.85826,22.42277,0.2951579,-0.7303903,-23.473,0.9967377,0.06619166,0.04618036,-0.06586944,0.9977923,-0.00846617,-0.0466388,0.005396676,0.9988973
-8.138517,3.769302,21.85255,0.07274233,-1.063135,-22.76999,0.9953438,0.07476225,0.06083888,-0.07454369,0.9972005,-0.005857405,-0.06110648,0.001294977,0.9981304
-8.229668,3.678137,21.2581,-0.07787786,-1.144739,-21.98737,0.9952342,0.07460844,0.06278941,-0.07454783,0.9972119,-0.003310637,-0.06286135,-0.001385955,0.9980213
-8.300394,3.60294,20.74465,-0.3812476,-1.316986,-20.94616,0.9951431,0.06840547,0.07078764,-0.06903534,0.9975931,0.006487227,-0.0701735,-0.01134257,0.9974703
-8.35062,3.555917,20.23812,-0.347551,-1.292628,-20.37511,0.9955679,0.06397166,0.06893662,-0.06435219,0.9979218,0.003311082,-0.06858154,-0.00773263,0.9976156
-8.358935,3.534822,19.76169,-0.3346541,-1.359054,-19.41929,0.9954096,0.06153653,0.07330045,-0.06176132,0.9980906,0.0008018925,-0.07311115,-0.005325344,0.9973096
-8.342982,3.537736,19.25053,-0.2470227,-1.158481,-19.82085,0.9961233,0.06112935,0.06325883,-0.06112707,0.9981281,-0.001973072,-0.06326103,-0.001901405,0.9979952
-8.306289,3.56154,18.71207,-0.1936263,-1.033015,-19.37522,0.995784,0.06995618,0.05933275,-0.07004755,0.9975435,-0.0005409914,-0.05922484,-0.003617403,0.9982381
-8.259023,3.608803,18.19418,-0.1191835,-0.9552392,-19.13324,0.9959245,0.0695109,0.05746835,-0.06928115,0.9975792,-0.005982914,-0.05774511,0.001977057,0.9983294
